name,market_value_21,world_rank_21,market_value_20,world_rank_20,country,ceo,website,sector,employee_count,annual_revenue,annual_net_income,stock_exchange,stock_category,description
PT GUNAWAN DIANJAYA STEEL TBK,0.066 Billion USD,19690,0.066 Billion USD,19690,Indonesia,,,Basic Materials; Iron and Steel; Metals,,,,Jakarta,,
PT TRANS POWER MARINE TBK,0.066 Billion USD,19718,0.066 Billion USD,19718,Indonesia,,,Industries; Shipping,,,,Jakarta,,
VERANDA RESORT PUBLIC COMPANY,0.066 Billion USD,19719,0.066 Billion USD,19719,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT. CLIPAN FINANCE INDONESIA TBK,0.066 Billion USD,19721,0.066 Billion USD,19721,Indonesia,,,Financial Services,,,,Jakarta,,
PT SAMUDERA INDONESIA TBK,0.066 Billion USD,19744,0.066 Billion USD,19744,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT. POLYCHEM INDONESIA TBK,0.065 Billion USD,19764,0.065 Billion USD,19764,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
INFRASET PUBLIC COMPANY,0.065 Billion USD,19765,0.065 Billion USD,19765,Thailand,,,Communication Services; Software and IT,,,,Thailand,,
PT PANIN SEKURITAS TBK,0.065 Billion USD,19769,0.065 Billion USD,19769,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
SAHAKOL EQUIPMENT PUBLIC COMPANY,0.065 Billion USD,19773,0.065 Billion USD,19773,Thailand,,,Industries; Construction,,,,Thailand,,
PT NUSA RAYA CIPTA TBK,0.065 Billion USD,19779,0.065 Billion USD,19779,Indonesia,,,Industries; Construction,,,,Jakarta,,
RHOM BHO PROPERTY PUBLIC COMPANY,0.065 Billion USD,19783,0.065 Billion USD,19783,Thailand,,,Real Estate,,,,Thailand,,
POWERMATIC DATA SYSTEMS,0.065 Billion USD,19806,0.065 Billion USD,19806,Singapore,,,Technology,,,,Singapore,,
QUALITY CONSTRUCTION PRODUCTS PUBLIC COMPANY,0.064 Billion USD,19830,0.064 Billion USD,19830,Thailand,,,Industries,,,,Thailand,,
CEI,0.064 Billion USD,19831,0.064 Billion USD,19831,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY,0.064 Billion USD,19852,0.064 Billion USD,19852,Thailand,,,Real Estate,,,,Thailand,,
ASEFA PUBLIC COMPANY,0.063 Billion USD,19870,0.063 Billion USD,19870,Thailand,,,Industries,,,,Thailand,,
ALL INSPIRE DEVELOPMENT PUBLIC COMPANY,0.063 Billion USD,19895,0.063 Billion USD,19895,Thailand,,,Real Estate,,,,Thailand,,
PT WAHANA OTTOMITRA MULTIARTHA TBK,0.063 Billion USD,19897,0.063 Billion USD,19897,Indonesia,,,Financial Services,,,,Jakarta,,
PT EKADHARMA INTERNATIONAL TBK,0.063 Billion USD,19898,0.063 Billion USD,19898,Indonesia,,,Basic Materials; Chemicals,,,,Jakarta,,
UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY,0.063 Billion USD,19899,0.063 Billion USD,19899,Thailand,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
THAIRE LIFE ASSURANCE PUBLIC COMPANY,0.063 Billion USD,19901,0.063 Billion USD,19901,Thailand,,,Financial Services; Insurance,,,,Thailand,,
PT PARAMITA BANGUN SARANA TBK,0.063 Billion USD,19905,0.063 Billion USD,19905,Indonesia,,,Industries; Construction,,,,Jakarta,,
S. KHONKAEN FOODS PUBLIC COMPANY,0.062 Billion USD,19917,0.062 Billion USD,19917,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
ARROW SYNDICATE PUBLIC COMPANY,0.062 Billion USD,19925,0.062 Billion USD,19925,Thailand,,,Industries,,,,Thailand,,
THIENSURAT PUBLIC COMPANY,0.062 Billion USD,19941,0.062 Billion USD,19941,Thailand,,,Technology; Electronics,,,,Thailand,,
SYMPHONY COMMUNICATION PUBLIC COMPANY,0.062 Billion USD,19945,0.062 Billion USD,19945,Thailand,,,Communication Services,,,,Thailand,,
PNE INDUSTRIES LTD,0.062 Billion USD,19955,0.062 Billion USD,19955,Singapore,,,Technology; Electronics; Capital Goods,,,,Singapore,,
P.T. BANK BUMI ARTA TBK,0.061 Billion USD,19995,0.061 Billion USD,19995,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
PT AKASHA WIRA INTERNATIONAL TBK,0.061 Billion USD,20009,0.061 Billion USD,20009,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
MFC ASSET MANAGEMENT PUBLIC COMPANY,0.061 Billion USD,20014,0.061 Billion USD,20014,Thailand,,,Financial Services,,,,Thailand,,
PROCURRI CORPORATION,0.061 Billion USD,20015,0.061 Billion USD,20015,Singapore,,,Technology; Software and IT,,,,Singapore,,
KHON KAEN SUGAR INDUSTRY PUBLIC COMPANY,0.061 Billion USD,20017,0.061 Billion USD,20017,Thailand,,,Consumer Defensive; Sugar; Chocolate & Confectionery,,,,Thailand,,
SIMAT TECHNOLOGIES PUBLIC COMPANY,0.061 Billion USD,20021,0.061 Billion USD,20021,Thailand,,,Technology,,,,Thailand,,
PADAENG INDUSTRY PUBLIC COMPANY,0.061 Billion USD,20026,0.061 Billion USD,20026,Thailand,,,Basic Materials; Electric Utilities,,,,Thailand,,
BROADWAY INDUSTRIAL GROUP,0.060 Billion USD,20049,0.060 Billion USD,20049,Singapore,,,Technology,,,,Singapore,,
PT IFISHDECO TBK,0.060 Billion USD,20050,0.060 Billion USD,20050,Indonesia,,,Basic Materials,,,,Jakarta,,
PT JEMBO CABLE COMPANY TBK,0.060 Billion USD,20053,0.060 Billion USD,20053,Indonesia,,,Industries,,,,Jakarta,,
P.T. BANK GANESHA TBK,0.059 Billion USD,20091,0.059 Billion USD,20091,Indonesia,,,Financial Services; Banking Services,,,,Jakarta,,
SEAMICO SECURITIES PUBLIC COMPANY,0.059 Billion USD,20092,0.059 Billion USD,20092,Thailand,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Thailand,,
PT SEPATU BATA,0.059 Billion USD,20109,0.059 Billion USD,20109,Indonesia,,,Consumer Cyclical; Footwear,,,,Jakarta,,
SUNSWEET PUBLIC COMPANY,0.059 Billion USD,20112,0.059 Billion USD,20112,Thailand,,,Consumer Defensive,,,,Thailand,,
MALEE GROUP PUBLIC COMPANY,0.059 Billion USD,20118,0.059 Billion USD,20118,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PT VISI MEDIA ASIA TBK,0.059 Billion USD,20120,0.059 Billion USD,20120,Indonesia,,,Communication Services; Broadcasting,,,,Jakarta,,
PT MITRABAHTERA SEGARA SEJATI TBK,0.059 Billion USD,20127,0.059 Billion USD,20127,Indonesia,,,Industries; Shipping,,,,Jakarta,,
LAND AND HOUSES FREEHOLD AND LEASEHOLD PROPERTY FUND,0.059 Billion USD,20129,0.059 Billion USD,20129,Thailand,,,Real Estate,,,,Thailand,,
NEXION TECHNOLOGIES,0.059 Billion USD,20130,0.059 Billion USD,20130,Singapore,,,Technology; Software and IT Infrastructure,,,,HKeX,,
SOUTHERN CONCRETE PILE PUBLIC COMPANY,0.059 Billion USD,20137,0.059 Billion USD,20137,Thailand,,,Basic Materials; Construction Materials,,,,Thailand,,
KHONBURI SUGAR PUBLIC COMPANY,0.059 Billion USD,20140,0.059 Billion USD,20140,Thailand,,,Consumer Defensive; Sugar; Chocolate & Confectionery,,,,Thailand,,
WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.058 Billion USD,20152,0.058 Billion USD,20152,Thailand,,,Real Estate,,,,Thailand,,
COMMUNICATION & SYSTEM SOLUTION PUBLIC COMPANY,0.058 Billion USD,20167,0.058 Billion USD,20167,Thailand,,,Technology,,,,Thailand,,
STONEHENGE INTER PUBLIC COMPANY,0.058 Billion USD,20175,0.058 Billion USD,20175,Thailand,,,Industries; Construction,,,,Thailand,,
GRAND VENTURE TECHNOLOGY,0.058 Billion USD,20191,0.058 Billion USD,20191,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
AIM COMMERCIAL GROWTH FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,0.057 Billion USD,20218,0.057 Billion USD,20218,Thailand,,,Real Estate,,,,Thailand,,
THAI OPTICAL GROUP PUBLIC COMPANY,0.056 Billion USD,20295,0.056 Billion USD,20295,Thailand,,,Healthcare; Medical Equipment,,,,Thailand,,
SERIAL SYSTEM LTD,0.056 Billion USD,20300,0.056 Billion USD,20300,Singapore,,,Technology,,,,Singapore,,
PT MATAHARI PUTRA PRIMA TBK,0.056 Billion USD,20303,0.056 Billion USD,20303,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT ROYAL PRIMA TBK,0.056 Billion USD,20304,0.056 Billion USD,20304,Indonesia,,,Healthcare,,,,Jakarta,,
PT TEMAS,0.056 Billion USD,20320,0.056 Billion USD,20320,Indonesia,,,Industries; Shipping,,,,Jakarta,,
PT RADANA BHASKARA FINANCE TBK,0.055 Billion USD,20330,0.055 Billion USD,20330,Indonesia,,,Financial Services,,,,Jakarta,,
ASIA GREEN ENERGY PUBLIC COMPANY,0.055 Billion USD,20346,0.055 Billion USD,20346,Thailand,,,Energy; Coal Mining,,,,Thailand,,
STEEL PUBLIC COMPANY,0.054 Billion USD,20388,0.054 Billion USD,20388,Thailand,,,Industries; Metal Fabrication Products,,,,Thailand,,
BAAN ROCK GARDEN PUBLIC COMPANY,0.054 Billion USD,20401,0.054 Billion USD,20401,Thailand,,,Real Estate,,,,Thailand,,
SAHATHAI TERMINAL PUBLIC COMPANY,0.054 Billion USD,20417,0.054 Billion USD,20417,Thailand,,,Industries; Shipping,,,,Thailand,,
PREMIER TECHNOLOGY PUBLIC COMPANY,0.054 Billion USD,20424,0.054 Billion USD,20424,Thailand,,,Technology; Software and IT,,,,Thailand,,
PT ELECTRONIC CITY INDONESIA TBK,0.054 Billion USD,20434,0.054 Billion USD,20434,Indonesia,,,Consumer Cyclical; Retail,,,,Jakarta,,
AVI-TECH ELECTRONICS,0.053 Billion USD,20441,0.053 Billion USD,20441,Singapore,,,Technology; Electronics; Semi Conductors,,,,Frankfurt,,
IFS CAPITAL,0.053 Billion USD,20461,0.053 Billion USD,20461,Singapore,,,Financial Services,,,,Singapore,,
PT INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA TBK,0.053 Billion USD,20465,0.053 Billion USD,20465,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
PT KERAMIKA INDONESIA ASSOSIASI TBK,0.053 Billion USD,20484,0.053 Billion USD,20484,Indonesia,,,Industries,,,,Jakarta,,
YUASA BATTERY (THAILAND) PUBLIC COMPANY,0.053 Billion USD,20494,0.053 Billion USD,20494,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
PT LAUTAN LUAS TBK,0.053 Billion USD,20495,0.053 Billion USD,20495,Indonesia,,,Basic Materials,,,,Jakarta,,
PT MULIA INDUSTRINDO TBK,0.052 Billion USD,20507,0.052 Billion USD,20507,Indonesia,,,Industries,,,,Jakarta,,
PT VICTORIA INVESTAMA TBK,0.052 Billion USD,20518,0.052 Billion USD,20518,Indonesia,,,Financial Services; Asset Management,,,,Jakarta,,
ASIA HOTEL PUBLIC COMPANY,0.052 Billion USD,20525,0.052 Billion USD,20525,Thailand,,,Consumer Cyclical,,,,Thailand,,
MASTER AD PUBLIC COMPANY,0.052 Billion USD,20534,0.052 Billion USD,20534,Thailand,,,Communication Services; Advertising,,,,Thailand,,
KING WAI GROUP (THAILAND) PUBLIC COMPANY,0.051 Billion USD,20609,0.051 Billion USD,20609,Thailand,,,Consumer Cyclical,,,,Thailand,,
PT FIRST MEDIA TBK,0.051 Billion USD,20623,0.051 Billion USD,20623,Indonesia,,,Communication Services; Entertainment,,,,Jakarta,,
PT DUTA ANGGADA REALTY,0.050 Billion USD,20634,0.050 Billion USD,20634,Indonesia,,,Real Estate,,,,Jakarta,,
PATO CHEMICAL INDUSTRY PUBLIC COMPANY,0.050 Billion USD,20636,0.050 Billion USD,20636,Thailand,,,Basic Materials; Chemicals,,,,Thailand,,
NERA TELECOMMUNICATIONS LTD,0.050 Billion USD,20640,0.050 Billion USD,20640,Singapore,,,Technology,,,,Singapore,,
BUSINESS ALIGNMENT PUBLIC COMPANY,0.050 Billion USD,20663,0.050 Billion USD,20663,Thailand,,,Healthcare; Medical Equipment,,,,Thailand,,
PT EQUITY DEVELOPMENT INVESTMENT TBK,0.050 Billion USD,20676,0.050 Billion USD,20676,Indonesia,,,Financial Services; Insurance,,,,Jakarta,,
CHAI WATANA TANNERY GROUP PUBLIC COMPANY,0.050 Billion USD,20694,0.050 Billion USD,20694,Thailand,,,Consumer Cyclical; Automobile; Automobile Parts,,,,Thailand,,
PT SATYAMITRA KEMAS LESTARI TBK,0.049 Billion USD,20722,0.049 Billion USD,20722,Indonesia,,,Consumer Cyclical; Packaging,,,,Jakarta,,
PT SUPRA BOGA LESTARI TBK,0.049 Billion USD,20724,0.049 Billion USD,20724,Indonesia,,,Consumer Defensive; Retail,,,,Jakarta,,
SEA OIL PUBLIC COMPANY,0.049 Billion USD,20734,0.049 Billion USD,20734,Thailand,,,Energy,,,,Thailand,,
PT PIKKO LAND DEVELOPMENT TBK,0.049 Billion USD,20744,0.049 Billion USD,20744,Indonesia,,,Real Estate,,,,Jakarta,,
NAM SENG INSURANCE PUBLIC COMPANY,0.049 Billion USD,20762,0.049 Billion USD,20762,Thailand,,,Financial Services; Insurance,,,,Thailand,,
PT TRI BANYAN TIRTA TBK,0.048 Billion USD,20780,0.048 Billion USD,20780,Indonesia,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Jakarta,,
PT DANA BRATA LUHUR,0.048 Billion USD,20797,0.048 Billion USD,20797,Indonesia,,,Industries; Infrastructure,,,,Jakarta,,
PT TRIMEGAH SEKURITAS INDONESIA TBK,0.048 Billion USD,20822,0.048 Billion USD,20822,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
ONE TO ONE CONTACTS PUBLIC COMPANY,0.048 Billion USD,20824,0.048 Billion USD,20824,Thailand,,,Industries,,,,Thailand,,
PT YULIE SEKURITAS INDONESIA TBK,0.047 Billion USD,20843,0.047 Billion USD,20843,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT SUNSON TEXTILE MANUFACTURER TBK,0.047 Billion USD,20858,0.047 Billion USD,20858,Indonesia,,,Consumer Cyclical; Textile,,,,Jakarta,,
PT SUPARMA TBK,0.047 Billion USD,20861,0.047 Billion USD,20861,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
PT INTIKERAMIK ALAMASRI INDUSTRI TBK,0.047 Billion USD,20882,0.047 Billion USD,20882,Indonesia,,,Industries,,,,Jakarta,,
TEAM CONSULTING ENGINEERING AND MANAGEMENT PUBLIC COMPANY,0.047 Billion USD,20896,0.047 Billion USD,20896,Thailand,,,Industries; Engineering Products; Engineering Services,,,,Thailand,,
THAI MITSUWA PUBLIC COMPANY,0.047 Billion USD,20897,0.047 Billion USD,20897,Thailand,,,Basic Materials,,,,Thailand,,
MAJOR DEVELOPMENT PUBLIC COMPANY,0.046 Billion USD,20918,0.046 Billion USD,20918,Thailand,,,Real Estate,,,,Thailand,,
GRANDE HOSPITALITY REAL ESTATE INVESTMENT TRUST,0.046 Billion USD,20928,0.046 Billion USD,20928,Thailand,,,Real Estate,,,,Thailand,,
UNITED PALM OIL INDUSTRY PUBLIC COMPANY,0.046 Billion USD,20930,0.046 Billion USD,20930,Thailand,,,Consumer Defensive,,,,Thailand,,
PT TRISULA INTERNATIONAL TBK,0.046 Billion USD,20933,0.046 Billion USD,20933,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT MEGAPOLITAN DEVELOPMENTS TBK,0.046 Billion USD,20955,0.046 Billion USD,20955,Indonesia,,,Real Estate,,,,Jakarta,,
PT PRIMA CAKRAWALA ABADI TBK,0.046 Billion USD,20977,0.046 Billion USD,20977,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
PT ARKADIA DIGITAL MEDIA TBK,0.046 Billion USD,20979,0.046 Billion USD,20979,Indonesia,,,Communication Services; Internet or Mobile App Based Business,,,,Jakarta,,
PT INTRACO PENTA TBK,0.045 Billion USD,21001,0.045 Billion USD,21001,Indonesia,,,Industries,,,,Jakarta,,
QTC ENERGY PUBLIC COMPANY,0.045 Billion USD,21006,0.045 Billion USD,21006,Thailand,,,Industries,,,,Thailand,,
PT ALKINDO NARATAMA TBK,0.044 Billion USD,21048,0.044 Billion USD,21048,Indonesia,,,Basic Materials; Paper and Pulp,,,,Jakarta,,
SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY,0.044 Billion USD,21054,0.044 Billion USD,21054,Thailand,,,Industries,,,,Thailand,,
JAS ASSET PUBLIC COMPANY,0.044 Billion USD,21056,0.044 Billion USD,21056,Thailand,,,Real Estate,,,,Thailand,,
PHATRA LEASING PUBLIC COMPANY,0.044 Billion USD,21062,0.044 Billion USD,21062,Thailand,,,Industries,,,,Thailand,,
TROPICAL CANNING (THAILAND) PUBLIC COMPANY,0.044 Billion USD,21067,0.044 Billion USD,21067,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
JASMINE TELECOM SYSTEMS PUBLIC COMPANY,0.044 Billion USD,21070,0.044 Billion USD,21070,Thailand,,,Communication Services,,,,Thailand,,
PT MAS MURNI INDONESIA TBK,0.044 Billion USD,21081,0.044 Billion USD,21081,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
FINANSA PUBLIC COMPANY,0.044 Billion USD,21083,0.044 Billion USD,21083,Thailand,,,Financial Services; Asset Management,,,,Thailand,,
THAI POLYCONS PUBLIC COMPANY,0.044 Billion USD,21085,0.044 Billion USD,21085,Thailand,,,Industries; Construction,,,,Thailand,,
VINTCOM TECHNOLOGY PUBLIC COMPANY,0.044 Billion USD,21092,0.044 Billion USD,21092,Thailand,,,Technology,,,,Thailand,,
MULTIBAX PUBLIC COMPANY,0.044 Billion USD,21107,0.044 Billion USD,21107,Thailand,,,Consumer Cyclical; Packaging,,,,Thailand,,
PT TIFA FINANCE TBK,0.043 Billion USD,21118,0.043 Billion USD,21118,Indonesia,,,Financial Services,,,,Jakarta,,
KPN PROPERTY FUND,0.043 Billion USD,21130,0.043 Billion USD,21130,Thailand,,,Real Estate,,,,Thailand,,
EAST COAST FURNITECH PUBLIC COMPANY,0.043 Billion USD,21180,0.043 Billion USD,21180,Thailand,,,Consumer Cyclical,,,,Thailand,,
PIONEER MOTOR PUBLIC COMPANY,0.043 Billion USD,21184,0.043 Billion USD,21184,Thailand,,,Industries; Industry Machinery,,,,Thailand,,
PT INDONESIAN TOBACCO TBK,0.043 Billion USD,21192,0.043 Billion USD,21192,Indonesia,,,Consumer Defensive; Tobacco Products; Tobacco and Cigarette,,,,Jakarta,,
PT EMDEKI UTAMA TBK,0.042 Billion USD,21221,0.042 Billion USD,21221,Indonesia,,,Basic Materials; Chemicals; Chemicals,,,,Jakarta,,
HARN ENGINEERING SOLUTIONS PUBLIC COMPANY,0.042 Billion USD,21231,0.042 Billion USD,21231,Thailand,,,Industries; Engineering Products; Engineering Services,,,,Thailand,,
WIIK PUBLIC COMPANY,0.042 Billion USD,21236,0.042 Billion USD,21236,Thailand,,,Industries,,,,Thailand,,
ELLIPSIZ LTD,0.042 Billion USD,21242,0.042 Billion USD,21242,Singapore,,,Technology; Semi Conductors,,,,Singapore,,
T S FLOUR MILL PUBLIC COMPANY,0.042 Billion USD,21249,0.042 Billion USD,21249,Thailand,,,Consumer Defensive; FMCG,,,,Thailand,,
PT. VERENA MULTI FINANCE TBK,0.042 Billion USD,21251,0.042 Billion USD,21251,Indonesia,,,Financial Services,,,,Jakarta,,
CHRISTIANI & NIELSEN (THAI) PUBLIC COMPANY,0.042 Billion USD,21259,0.042 Billion USD,21259,Thailand,,,Industries; Construction,,,,Thailand,,
EASTERN COMMERCIAL LEASING PUBLIC COMPANY,0.042 Billion USD,21274,0.042 Billion USD,21274,Thailand,,,Financial Services,,,,Thailand,,
MFC INDUSTRIAL INVESTMENT P&L FUND,0.041 Billion USD,21281,0.041 Billion USD,21281,Thailand,,,Real Estate,,,,Thailand,,
UBIS (ASIA) PUBLIC COMPANY,0.041 Billion USD,21286,0.041 Billion USD,21286,Thailand,,,Basic Materials; Chemicals,,,,Thailand,,
PT MULTIFILING MITRA INDONESIA TBK,0.041 Billion USD,21287,0.041 Billion USD,21287,Indonesia,,,Industries,,,,Jakarta,,
PT RELIANCE SEKURITAS INDONESIA TBK,0.041 Billion USD,21299,0.041 Billion USD,21299,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
PT KRIDA JARINGAN NUSANTARA TBK,0.041 Billion USD,21303,0.041 Billion USD,21303,Indonesia,,,Industries; Logistics,,,,Jakarta,,
MIDA ASSETS PUBLIC COMPANY,0.041 Billion USD,21310,0.041 Billion USD,21310,Thailand,,,Financial Services,,,,Thailand,,
IFS CAPITAL (THAILAND) PUBLIC COMPANY,0.041 Billion USD,21338,0.041 Billion USD,21338,Thailand,,,Financial Services,,,,Thailand,,
TCM CORPORATION PUBLIC COMPANY,0.041 Billion USD,21345,0.041 Billion USD,21345,Thailand,,,Consumer Cyclical; Textile,,,,Thailand,,
SEAFRESH INDUSTRY PUBLIC COMPANY,0.041 Billion USD,21353,0.041 Billion USD,21353,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PT SEKAR BUMI TBK,0.040 Billion USD,21357,0.040 Billion USD,21357,Indonesia,,,Consumer Defensive; FMCG; Package Foods,,,,Jakarta,,
COPPERWIRED PUBLIC COMPANY,0.040 Billion USD,21359,0.040 Billion USD,21359,Thailand,,,Technology,,,,Thailand,,
PT WICAKSANA OVERSEAS INTERNATIONAL TBK,0.040 Billion USD,21363,0.040 Billion USD,21363,Indonesia,,,Consumer Defensive; Food Chains / Distributor,,,,Jakarta,,
RICH SPORT PUBLIC COMPANY,0.040 Billion USD,21367,0.040 Billion USD,21367,Thailand,,,Consumer Cyclical; Footwear,,,,Thailand,,
THAIVIVAT INSURANCE PUBLIC COMPANY,0.040 Billion USD,21376,0.040 Billion USD,21376,Thailand,,,Financial Services; Insurance,,,,Thailand,,
PT MINNA PADI INVESTAMA SEKURITAS TBK,0.040 Billion USD,21377,0.040 Billion USD,21377,Indonesia,,,"Financial Services; Stock Markets, Trading, Capital Markets",,,,Jakarta,,
ABICO HOLDINGS PUBLIC COMPANY,0.040 Billion USD,21393,0.040 Billion USD,21393,Thailand,,,Consumer Defensive; Non-Alcoholic Beverages; Beverages,,,,Thailand,,
PT GOLDEN FLOWER TBK,0.040 Billion USD,21411,0.040 Billion USD,21411,Indonesia,,,Consumer Cyclical; Apparels and Accessories,,,,Jakarta,,
PT CARDIG AERO SERVICES TBK,0.040 Billion USD,21414,0.040 Billion USD,21414,Indonesia,,,Industries,,,,Jakarta,,
MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY,0.040 Billion USD,21418,0.040 Billion USD,21418,Thailand,,,Communication Services; Entertainment,,,,Thailand,,
AMOS GROUP,0.039 Billion USD,21431,0.039 Billion USD,21431,Singapore,,,Energy; Shipping,,,,,,
SPVI PUBLIC COMPANY,0.039 Billion USD,21432,0.039 Billion USD,21432,Thailand,,,Technology,,,,Thailand,,
GLOBAL CONNECTIONS PUBLIC COMPANY,0.039 Billion USD,21440,0.039 Billion USD,21440,Thailand,,,Basic Materials; Chemicals; Chemicals,,,,Thailand,,
FN FACTORY OUTLET PUBLIC COMPANY,0.039 Billion USD,21441,0.039 Billion USD,21441,Thailand,,,Consumer Cyclical; Retail,,,,Thailand,,
BANGKOK SHEET METAL PUBLIC COMPANY,0.039 Billion USD,21450,0.039 Billion USD,21450,Thailand,,,Industries; Metal Fabrication Products,,,,Thailand,,
OCEAN COMMERCE PUBLIC COMPANY,0.039 Billion USD,21454,0.039 Billion USD,21454,Thailand,,,Industries,,,,Thailand,,
SUB SRI THAI PUBLIC COMPANY,0.039 Billion USD,21460,0.039 Billion USD,21460,Thailand,,,Consumer Defensive; FMCG; Package Foods,,,,Thailand,,
PT GEMA GRAHASARANA TBK,0.039 Billion USD,21473,0.039 Billion USD,21473,Indonesia,,,Consumer Cyclical,,,,Jakarta,,
MDX PUBLIC COMPANY,0.039 Billion USD,21496,0.039 Billion USD,21496,Thailand,,,Real Estate,,,,Thailand,,
BANGKOK COMMERCIAL PROPERTY FUND,0.039 Billion USD,21497,0.039 Billion USD,21497,Thailand,,,Real Estate,,,,Thailand,,
INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY,0.038 Billion USD,21514,0.038 Billion USD,21514,Thailand,,,Communication Services,,,,Thailand,,
